position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Central Midfield,right,,"Aug 30, 2013",Christian Eriksen,"1,82m",69633,['Denmark'],€80.00m,,: Ablöse €14.15m,26,"Feb 14, 1992",Manchester United
Central Midfield,right,,"Aug 31, 2016",Moussa Sissoko,"1,87m",46001,"['France', 'Mali']",€18.00m,,Newcastle United,28,"Aug 16, 1989",Watford FC
Central Midfield,left,,"Aug 29, 2012",Mousa Dembélé,"1,85m",19368,"['Belgium', 'Mali']",€18.00m,,Fulham FC,30,"Jul 16, 1987",Retired
Central Midfield,right,,"Jul 1, 2015",Josh Onomah,"1,85m",243589,"['England', 'Nigeria']",€3.00m,,Tottenham Hotspur U18,21,"Apr 27, 1997",Blackpool FC
Central Midfield,right,,,Luke Amos,"1,79m",258912,"['England', 'Nigeria']",€100k,,,21,"Feb 23, 1997",Hibernian FC
Central Midfield,right,,,Tashan Oakley-Boothe,"1,82m",406637,"['England', 'Jamaica']",,,,18,"Feb 14, 2000",Without Club
Left Midfield,left,,,Anthony Georgiou,"1,79m",320913,"['Cyprus', 'England']",,,,21,"Feb 24, 1997",Wealdstone FC
Attacking Midfield,right,,"Feb 2, 2015",Dele Alli,"1,88m",207929,"['England', 'Nigeria']",€100.00m,,Milton Keynes Dons,22,"Apr 11, 1996",Without Club
Left Winger,both,Team captain,"Aug 28, 2015",Heung-min Son,"1,84m",91845,"['Korea, South']",€50.00m,,Bayer 04 Leverkusen,25,"Jul 8, 1992",Tottenham Hotspur
Left Winger,right,,"Aug 31, 2016",Georges-Kevin N'Koudou,"1,72m",215679,"['Cameroon', 'France']",€7.00m,,Olympique Marseille,23,"Feb 13, 1995",Damac FC
Right Winger,right,,"Jan 31, 2018",Lucas Moura,"1,72m",77100,['Brazil'],€28.00m,,: Ablöse €28.40m,25,"Aug 13, 1992",São Paulo Futebol Clube
Right Winger,left,,"Aug 30, 2013",Erik Lamela,"1,84m",111630,"['Argentina', 'Spain']",€20.00m,,: Ablöse €30.00m,26,"Mar 4, 1992",AEK Athens
Centre-Forward,right,,"Jul 1, 2010",Harry Kane,"1,88m",132098,['England'],€150.00m,,Tottenham Hotspur U18,24,"Jul 28, 1993",Bayern Munich
Centre-Forward,left,,"Jul 12, 2016",Vincent Janssen,"1,85m",207015,['Netherlands'],€9.00m,,AZ Alkmaar,24,"Jun 15, 1994",Royal Antwerp FC
Centre-Forward,right,,"Aug 31, 2017",Fernando Llorente,"1,95m",35564,['Spain'],€7.00m,,: Ablöse €15.10m,33,"Feb 26, 1985",Retired
Centre-Forward,right,,,Kazaiah Sterling,"1,75m",357397,"['England', 'Jamaica']",,,,19,"Nov 9, 1998",Pittsburgh Riverhounds SC
