position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Central Midfield,,"Jan 1, 2006",Michael Brown,,13509,['England'],€3.00m,: Ablöse €2.30m,30,"Jan 25, 1977",Retired
Central Midfield,left,"Jul 1, 2004",Michael Timlin,"1,77m",28951,"['Ireland', 'England']",€125k,Fulham FC U18,22,"Mar 19, 1985",Dulwich Hamlet
Central Midfield,right,,Matthew Collins,"1,78m",66531,['Wales'],,,21,"Mar 31, 1986",Without Club
Right Midfield,right,"Jan 24, 2007",Simon Davies,"1,78m",4056,['Wales'],€3.70m,: Ablöse free transfer,27,"Oct 23, 1979",Retired
Right Midfield,right,"Jul 1, 2005",Ahmad Elrich,"1,83m",30220,['Australia'],€750k,Busan I'Park,26,"May 30, 1981",Parramatta Eagles
Left Midfield,left,"Jul 1, 2001",Luís Boa Morte,"1,78m",3422,"['Portugal', 'Sao Tome and Principe']",€3.80m,Southampton FC,29,"Aug 4, 1977",Retired
Left Midfield,,"Aug 31, 2003",Mark Pembridge,,3615,['Wales'],€1.00m,: Ablöse €750k,36,"Nov 29, 1970",Retired
Attacking Midfield,right,"Jul 1, 2004",Claus Jensen,"1,83m",3099,['Denmark'],€4.50m,Charlton Athletic,30,"Apr 29, 1977",Retired
Left Winger,right,"Aug 31, 2006",Wayne Routledge,"1,70m",14066,"['England', 'Jamaica']",€2.80m,Tottenham Hotspur,22,"Jan 7, 1985",Retired
Second Striker,right,"Jan 1, 2014",Clint Dempsey,"1,85m",27577,['United States'],€1.00m,: Ablöse ?,24,"Mar 9, 1983",Retired
Centre-Forward,both,"Jan 4, 2007",Vincenzo Montella,"1,72m",5960,['Italy'],€5.00m,: Ablöse ?,33,"Jun 18, 1974",Retired
Centre-Forward,left,"Jul 23, 2004",Tomasz Radzinski,"1,74m",3585,"['Canada', 'Poland']",€3.00m,: Ablöse €3.00m,33,"Dec 14, 1973",Retired
Centre-Forward,,"Jul 1, 2006",Björn Runström,,3454,['Sweden'],€2.25m,Hammarby IF,23,"Mar 1, 1984",Retired
Centre-Forward,right,"Jan 1, 2004",Collins John,"1,85m",4694,"['Netherlands', 'Liberia']",€2.25m,: Ablöse €3.50m,21,"Oct 17, 1985",Retired
Centre-Forward,right,"Jan 20, 2004",Brian McBride,"1,83m",3469,['United States'],€1.50m,: Ablöse €800k,35,"Jun 19, 1972",Retired
Centre-Forward,both,"Jul 1, 2005",Heidar Helguson,"1,78m",9886,['Iceland'],€1.20m,Watford FC,29,"Aug 22, 1977",Retired
