position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Right-Back,right,"Jan 26, 2009",Pascal Chimbonda,"1,82m",18875,"['Guadeloupe', 'France']",€7.90m,Sunderland AFC,28,"Feb 21, 1979",Skelmersdale United
Right-Back,right,"Jul 1, 2005",Paul Stalteri,"1,81m",536,"['Canada', 'Italy']",€2.40m,SV Werder Bremen,29,"Oct 18, 1977",Retired
Right-Back,right,"Jul 1, 2004",Philip Ifil,"1,75m",28805,"['England', 'St. Lucia']",€750k,Tottenham Hotspur U18,20,"Nov 18, 1986",Retired
Defensive Midfield,right,"Jul 1, 2006",Didier Zokora,"1,80m",13389,"[""Cote d'Ivoire""]",€8.80m,: Ablöse €12.35m,26,"Dec 14, 1980",Retired
Defensive Midfield,right,"Jul 1, 2005",Tom Huddlestone,"1,88m",13465,['England'],€4.70m,: Ablöse €4.70m,20,"Dec 28, 1986",Retired
Defensive Midfield,right,"Jul 1, 2005",Teemu Tainio,"1,75m",4741,['Finland'],€3.80m,AJ Auxerre,27,"Nov 27, 1979",Retired
Central Midfield,right,"Aug 1, 2005",Jermaine Jenas,"1,81m",3461,['England'],€11.40m,Newcastle United,24,"Feb 18, 1983",Retired
Central Midfield,right,"Aug 31, 2006",Steed Malbranque,"1,71m",3569,"['France', 'Belgium']",€8.30m,Fulham FC,27,"Jan 6, 1980",Retired
Central Midfield,right,"Jan 31, 2006",Danny Murphy,"1,77m",3221,['England'],€4.10m,Charlton Athletic,30,"Mar 18, 1977",Retired
Central Midfield,left,"Jul 1, 2005",Edgar Davids,"1,69m",5758,"['Netherlands', 'Suriname']",€4.00m,: Ablöse free transfer,34,"Mar 13, 1973",Retired
Central Midfield,right,"Jan 31, 2006",Hossam Ghaly,"1,83m",7448,['Egypt'],€3.30m,: Ablöse €3.00m,25,"Dec 15, 1981",Retired
Central Midfield,left,"Jul 1, 2007",Jamie O'Hara,"1,80m",38090,['England'],€75k,Tottenham Hotspur Reserves,20,"Sep 25, 1986",Retired
Central Midfield,right,,Charlie Lee,"1,75m",16669,['England'],€50k,,20,"Jan 5, 1987",Retired
Central Midfield,right,"Jul 1, 2007",Adel Taarabt,"1,85m",45287,"['Morocco', 'France']",€50k,: Ablöse €4.00m,18,"May 24, 1989",Al-Nasr SC (UAE)
Left Winger,right,"Jul 1, 2003",Mark Yeates,"1,74m",15167,['Ireland'],€75k,Tottenham Hotspur U18,22,"Jan 11, 1985",Retired
Left Winger,left,"Jul 1, 2005",Andy Barcham,"1,75m",57486,['England'],,Tottenham Hotspur U18,20,"Dec 16, 1986",Retired
Right Winger,right,"Jul 1, 2005",Aaron Lennon,"1,65m",14221,"['England', 'Ireland']",€10.30m,Leeds United,20,"Apr 16, 1987",Retired
Centre-Forward,,"Jul 1, 2006",Dimitar Berbatov,,65,['Bulgaria'],€17.60m,Bayer 04 Leverkusen,26,"Jan 30, 1981",Retired
Centre-Forward,right,"Jan 6, 2009",Jermain Defoe,"1,71m",3875,"['England', 'St. Lucia']",€11.60m,: Ablöse €16.40m,24,"Oct 7, 1982",Retired
Centre-Forward,right,"Feb 2, 2009",Robbie Keane,"1,75m",3144,['Ireland'],€11.40m,: Ablöse €16.70m,26,"Jul 8, 1980",Retired
Centre-Forward,both,"Aug 29, 2006",Mido,"1,88m",4329,['Egypt'],€5.90m,: Ablöse €6.75m,24,"Feb 23, 1983",Retired
Centre-Forward,right,"Jul 1, 2008",Tomas Pekhart,"1,94m",38746,['Czech Republic'],€500k,Tottenham Hotspur Reserves,18,"May 26, 1989",Legia Warszawa
Centre-Forward,right,"Aug 1, 2002",Lee Barnard,"1,78m",4058,['England'],€150k,Tottenham Hotspur U18,22,"Jul 18, 1984",Retired
