position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Attacking Midfield,left,"Aug 1, 2009",Alessandro Diamanti,"1,80m",23197,['Italy'],€4.00m,: Ablöse €6.80m,28,"May 2, 1983",Retired
Left Winger,right,"Jul 1, 2008",Junior Stanislas,"1,83m",87672,"['England', 'St. Lucia']",€3.00m,: Ablöse -,21,"Nov 26, 1989",Retired
Left Winger,left,,Anthony Edgar,"1,72m",87651,"['England', 'Dominica']",,,20,"Sep 30, 1990",Without Club
Right Winger,right,"Jul 9, 2010",Pablo Barrera,"1,75m",51079,['Mexico'],€3.50m,UNAM Pumas,24,"Jun 21, 1987",Querétaro FC
Right Winger,right,"May 31, 2008",Zavon Hines,"1,78m",67081,"['Jamaica', 'England']",€2.00m,Coventry City,22,"Dec 27, 1988",Retired
Second Striker,,"Aug 27, 2010",Victor Obinna,,35852,"['Nigeria', 'Italy']",€4.50m,: Ablöse ?,24,"Mar 25, 1987",Retired
Second Striker,right,"Jan 1, 2008",Freddie Sears,"1,70m",70714,['England'],€2.00m,: Ablöse -,21,"Nov 27, 1989",Chatham Town
Centre-Forward,right,"Oct 14, 2013",Carlton Cole,"1,91m",3179,"['England', 'Sierra Leone']",€7.50m,Without Club,27,"Oct 12, 1983",Retired
Centre-Forward,right,"Jan 28, 2011",Demba Ba,"1,89m",40205,"['Senegal', 'France']",€7.00m,: Ablöse €3.00m,26,"May 25, 1985",Retired
Centre-Forward,right,"Jan 30, 2011",Robbie Keane,"1,75m",3144,['Ireland'],€7.00m,Tottenham Hotspur,30,"Jul 8, 1980",Retired
Centre-Forward,right,"Jul 16, 2010",Frédéric Piquionne,"1,88m",5683,"['Martinique', 'France']",€4.00m,: Ablöse €1.20m,32,"Dec 8, 1978",Retired
Centre-Forward,right,"Feb 1, 2010",Benni McCarthy,"1,84m",3091,['South Africa'],€1.00m,Blackburn Rovers,33,"Nov 12, 1977",Retired
Centre-Forward,right,"Jul 22, 2009",Frank Nouble,"1,90m",119123,"['England', ""Cote d'Ivoire""]",€1.00m,Chelsea FC U18,19,"Sep 24, 1991",Yeovil Town
Centre-Forward,,,Dylan Tombides,"1,80m",183966,"['Australia', 'Greece']",,,17,"Mar 8, 1994",---
