position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Left Winger,right,,"Sep 1, 2022",Samuel Edozie,"1,81m",680806,"['England', 'Nigeria']",€8.00m,,Manchester City U21,20,"Jan 28, 2003",RSC Anderlecht
Left Winger,right,,"Jan 6, 2023",Mislav Orsic,"1,79m",119150,['Croatia'],€5.00m,,GNK Dinamo Zagreb,30,"Dec 29, 1992",Trabzonspor
Right Winger,right,Hamstring injury - Return unknown,"Jul 1, 2016",Nathan Redmond,"1,73m",129078,"['England', 'Jamaica']",€10.00m,,: Ablöse €13.50m,29,"Mar 6, 1994",Burnley FC
Right Winger,both,,"Jul 1, 2021",Theo Walcott,"1,75m",33713,['England'],€1.00m,,Everton FC,34,"Mar 16, 1989",Retired
Right Winger,left,,"Jul 1, 2023",Samuel Amo-Ameyaw,"1,74m",933900,"['England', 'Ghana']",,,Southampton FC U18,16,"Jul 18, 2006",Southampton FC
Centre-Forward,right,,"Jul 1, 2019",Ché Adams,"1,79m",346779,"['Scotland', 'England']",€20.00m,,Birmingham City,26,"Jul 13, 1996",Torino FC
Centre-Forward,right,,"Jan 31, 2023",Paul Onuachu,"2,01m",272855,['Nigeria'],€13.00m,"Returned after loan spell with Trabzonspor; date: Jun 30, 2024; fee: End of loan",KRC Genk,29,"May 28, 1994",Southampton FC
Centre-Forward,right,,"Aug 10, 2021",Adam Armstrong,"1,73m",250426,['England'],€10.00m,,Blackburn Rovers,26,"Feb 10, 1997",Southampton FC
Centre-Forward,right,,"Jul 25, 2022",Sékou Mara,"1,83m",557612,"['France', 'Senegal']",€10.00m,,FC Girondins Bordeaux,20,"Jul 30, 2002",RC Strasbourg Alsace
Centre-Forward,right,,"Jul 1, 2020",Dan Nlundulu,"1,85m",346482,"['England', 'DR Congo']",€900k,,Southampton FC B,24,"Feb 5, 1999",Cambridge United
Centre-Forward,,,,Dom Ballard,,864496,['England'],€300k,,,18,"Apr 1, 2005",Blackpool FC
Centre-Forward,,,,Jimmy-Jay Morgan,,936867,['England'],,,,17,"Jan 21, 2006",Chelsea FC U21
