position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Defensive Midfield,right,,"Jul 10, 2018",Lucas Torreira,"1,66m",318077,"['Uruguay', 'Spain']",€36.00m,,UC Sampdoria,24,"Feb 11, 1996",Galatasaray
Defensive Midfield,left,,"Jul 1, 2016",Granit Xhaka,"1,86m",111455,['Switzerland'],€24.00m,,Borussia Mönchengladbach,27,"Sep 27, 1992",Bayer 04 Leverkusen
Central Midfield,right,,"Jul 11, 2018",Mattéo Guendouzi,"1,85m",465830,"['France', 'Morocco']",€40.50m,,FC Lorient,21,"Apr 14, 1999",SS Lazio
Central Midfield,right,,"Jul 25, 2019",Dani Ceballos,"1,79m",319745,['Spain'],€32.00m,,Real Madrid,23,"Aug 7, 1996",Real Madrid
Central Midfield,both,,"Jan 22, 2018",Henrikh Mkhitaryan,"1,77m",55735,['Armenia'],€20.00m,,Manchester United,31,"Jan 21, 1989",Inter Milan
Central Midfield,right,,"Jul 1, 2019",Joe Willock,"1,86m",340329,"['England', 'Montserrat']",€16.00m,,Arsenal FC U23,20,"Aug 20, 1999",Newcastle United
Central Midfield,right,,,Robbie Burton,"1,75m",404386,"['Wales', 'England']",,,,20,"Dec 26, 1999",Without Club
Central Midfield,right,,,James Olayinka,"1,75m",506965,"['England', 'Nigeria']",,,,19,"Oct 5, 2000",Without Club
Central Midfield,right,,,Matt Smith,"1,76m",528894,['England'],,,,19,"Oct 5, 2000",Wigan Athletic
Attacking Midfield,left,,"Sep 2, 2013",Mesut Özil,"1,80m",35664,['Germany'],€17.50m,,Real Madrid,31,"Oct 15, 1988",Retired
Attacking Midfield,right,,"Aug 1, 2020",Emile Smith Rowe,"1,82m",392765,['England'],€2.70m,,Arsenal FC U23,19,"Jul 28, 2000",Fulham FC
Left Winger,right,,"Jul 2, 2019",Gabriel Martinelli,"1,78m",655488,"['Brazil', 'Italy']",€25.00m,,Ituano Futebol Clube (SP),19,"Jun 18, 2001",Arsenal FC
Right Winger,left,,"Aug 1, 2019",Nicolas Pépé,"1,83m",343052,"[""Cote d'Ivoire"", 'France']",€52.00m,,LOSC Lille,25,"May 29, 1995",Villarreal CF
Right Winger,left,"Leg injury - Return expected on Nov 18, 2024","Jul 1, 2019",Bukayo Saka,"1,78m",433177,"['England', 'Nigeria']",€20.00m,,Arsenal FC U23,18,"Sep 5, 2001",Arsenal FC
Right Winger,right,,"Jul 1, 2019",Reiss Nelson,"1,75m",340325,"['England', 'Jamaica']",€12.50m,,Arsenal FC U23,20,"Dec 10, 1999",Fulham FC
Centre-Forward,right,,"Jan 31, 2018",Pierre-Emerick Aubameyang,"1,87m",58864,"['Gabon', 'France']",€56.00m,,Borussia Dortmund,31,"Jun 18, 1989",Al-Qadsiah FC
Centre-Forward,right,,"Jul 5, 2017",Alexandre Lacazette,"1,75m",93720,"['France', 'Guadeloupe']",€48.00m,,: Ablöse €53.00m,29,"May 28, 1991",Olympique Lyon
Centre-Forward,right,,"Jan 1, 2019",Eddie Nketiah,"1,75m",340324,"['England', 'Ghana']",€11.00m,,Arsenal FC U23,21,"May 30, 1999",Crystal Palace
Centre-Forward,right,,,Tyreece John-Jules,"1,83m",503768,"['England', 'Dominica']",,,,19,"Feb 14, 2001",Crawley Town
Centre-Forward,right,Shoulder injury - Return unknown,"Jul 1, 2022",Folarin Balogun,"1,78m",503770,"['United States', 'England']",,,Arsenal FC U21,18,"Jul 3, 2001",AS Monaco
