position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Central Midfield,right,"Muscle fatigue - Return expected on Nov 20, 2024","Jul 25, 2019",Douglas Luiz,"1,77m",447661,['Brazil'],€18.00m,,Manchester City,22,"May 9, 1998",Juventus FC
Central Midfield,left,Team captain,"Aug 8, 2018",John McGinn,"1,78m",193116,['Scotland'],€16.00m,,Hibernian FC,25,"Oct 18, 1994",Aston Villa
Central Midfield,left,,"Jan 26, 2017",Conor Hourihane,"1,81m",61653,['Ireland'],€6.00m,,Barnsley FC,29,"Feb 2, 1991",Barnsley FC
Central Midfield,right,,"Jan 7, 2020",Danny Drinkwater,"1,78m",73491,['England'],€4.80m,,Chelsea FC,30,"Mar 5, 1990",Retired
Central Midfield,right,,"Jan 20, 2017",Henri Lansbury,"1,83m",44794,['England'],€1.20m,,Nottingham Forest,29,"Oct 12, 1990",Retired
Central Midfield,right,,"Jul 10, 2016",Aaron Tshibola,"1,90m",243633,"['DR Congo', 'England']",€800k,,Reading FC,25,"Jan 2, 1995",Without Club
Attacking Midfield,left,Knee injury - Return unknown,,Indiana Vassilev,"1,75m",469860,"['United States', 'Bulgaria']",€250k,,,19,"Feb 16, 2001",St. Louis CITY SC
Attacking Midfield,right,,"Jul 1, 2020",Jacob Ramsey,"1,80m",503749,['England'],,,: Ablöse -,19,"May 28, 2001",Aston Villa
Left Winger,right,,"Jul 1, 2013",Jack Grealish,"1,80m",203460,"['England', 'Ireland']",€30.50m,,: Ablöse -,24,"Sep 10, 1995",Manchester City
Left Winger,right,,"Jul 24, 2019",Mahmoud Trezeguet,"1,80m",234189,['Egypt'],€8.00m,,Kasimpasa,25,"Oct 1, 1994",Al-Rayyan SC
Left Winger,right,,"Jul 1, 2016",Andre Green,"1,80m",309841,['England'],€1.80m,,: Ablöse -,21,"Jul 26, 1998",Rotherham United
Right Winger,right,,"Jul 1, 2019",Anwar El Ghazi,"1,89m",183720,"['Netherlands', 'Morocco']",€8.00m,,LOSC Lille,25,"May 3, 1995",Cardiff City
Right Winger,left,,"Jul 1, 2019",Jota Peleteiro,"1,78m",176591,['Spain'],€3.50m,,Birmingham City,29,"Jun 16, 1991",Retired
Centre-Forward,right,,"Jul 1, 2019",Wesley Moraes,"1,91m",381362,['Brazil'],€24.00m,,Club Brugge KV,23,"Nov 24, 1996",Fatih Karagümrük
Centre-Forward,right,"No eligibility - until Jun 30, 2025 - UEFA Europa League","Jan 20, 2020",Ally Samatta,"1,83m",182201,['Tanzania'],€9.50m,,KRC Genk,27,"Dec 23, 1992",PAOK Thessaloniki
Centre-Forward,right,,"Aug 30, 2016",Jonathan Kodjia,"1,89m",88971,"[""Cote d'Ivoire"", 'France']",€3.30m,,: Ablöse €12.80m,30,"Oct 22, 1989",FC Versailles 78
Centre-Forward,right,,"Jan 31, 2020",Borja Bastón,"1,86m",85324,['Spain'],€3.20m,,: Ablöse free transfer,27,"Aug 25, 1992",CF Pachuca
Centre-Forward,left,,"Jul 1, 2017",Keinan Davis,"1,89m",412660,['England'],€2.30m,,: Ablöse -,22,"Feb 13, 1998",Udinese Calcio
Centre-Forward,right,,,Rushian Hepburn-Murphy,"1,73m",314237,"['England', 'Jamaica']",€900k,,,21,"Aug 28, 1998",Crawley Town
Centre-Forward,right,,"Jul 11, 2024",Cameron Archer,"1,75m",533662,"['England', 'Jamaica']",,"Joined from Sheffield United; date: Jul 11, 2024; fee: €16.65m",Sheffield United,18,"Dec 9, 2001",Southampton FC
