position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Left Midfield,left,"Aug 9, 2011",James McClean,"1,80m",85935,"['Ireland', 'Northern Ireland']",€4.00m,Derry City,23,"Apr 22, 1989",Wrexham AFC
Attacking Midfield,right,"Jan 28, 2011",Stéphane Sessègnon,"1,72m",37157,['Benin'],€14.50m,: Ablöse €7.00m,28,"Jun 1, 1984",Retired
Left Winger,,"Jul 1, 2012",Craig Lynch,"1,83m",121334,['England'],,Sunderland AFC U21,20,"Mar 25, 1992",Retired
Centre-Forward,right,"Aug 31, 2010",Asamoah Gyan,"1,80m",26802,['Ghana'],€12.00m,Stade Rennais FC,26,"Nov 22, 1985",Retired
Centre-Forward,,"Aug 31, 2011",Nicklas Bendtner,,34557,['Denmark'],€8.50m,: Ablöse €1.00m,24,"Jan 16, 1988",Retired
Centre-Forward,right,"Jul 1, 2011",Connor Wickham,"1,89m",95435,"['England', 'Northern Ireland']",€6.00m,Ipswich Town,19,"Mar 31, 1993",Without Club
Centre-Forward,right,"Jul 11, 2009",Fraizer Campbell,"1,72m",42411,"['England', 'Jamaica']",€3.50m,Manchester United,24,"Sep 13, 1987",Retired
Centre-Forward,right,"Jul 1, 2011",Dong-won Ji,"1,87m",164265,"['Korea, South']",€2.50m,: Ablöse €2.40m,21,"May 28, 1991",Suwon FC
Centre-Forward,right,"Jul 1, 2008",Jordan Cook,"1,74m",61646,['England'],€250k,Sunderland AFC U18,22,"Mar 20, 1990",Shildon AFC
Centre-Forward,right,"Jul 1, 2009",Ryan Noble,"1,82m",121340,['England'],€250k,Sunderland AFC U18,21,"Jun 11, 1991",Without Club
