position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Midfielder,,,Jordan Fowler,"1,75m",31235,['England'],€50k,,20,"Oct 1, 1984",Unknown
Central Midfield,right,"Jul 1, 2004",Cesc Fàbregas,"1,79m",8806,['Spain'],€7.50m,Arsenal FC U18,18,"May 4, 1987",Retired
Central Midfield,left,"Jan 1, 2002",Edú Gaspar,"1,89m",3192,"['Brazil', 'Portugal']",€5.75m,Sport Club Corinthians Paulista,27,"May 15, 1978",Retired
Central Midfield,right,"Jul 1, 2004",Sebastian Larsson,"1,78m",31720,['Sweden'],€175k,Arsenal FC U18,20,"Jun 6, 1985",Retired
Central Midfield,right,"Jul 1, 2004",Patrick Cregg,"1,76m",34560,['Ireland'],,Arsenal FC U18,19,"Feb 21, 1986",Retired
Right Midfield,,"Sep 1, 1998",Freddie Ljungberg,,3134,['Sweden'],€17.00m,Halmstads BK,28,"Apr 16, 1977",Retired
Left Midfield,right,"Jul 1, 2000",Robert Pirès,"1,87m",3185,"['France', 'Portugal']",€18.50m,: Ablöse €9.80m,31,"Oct 29, 1973",Retired
Left Winger,left,,Ryan Smith,"1,74m",14552,"['England', 'United States']",€50k,,18,"Nov 10, 1986",Without Club
Left Winger,right,"Jul 1, 2004",Quincy Owusu-Abeyie,"1,82m",14551,"['Ghana', 'Netherlands']",,Arsenal FC U18,19,"Apr 15, 1986",SV Robinhood Amsterdam
Right Winger,left,"Jan 1, 2004",José Antonio Reyes,"1,76m",7717,['Spain'],€24.50m,Sevilla FC,21,"Sep 1, 1983",---
Right Winger,right,"Jul 1, 2001",Jermaine Pennant,"1,73m",3195,"['England', 'Jamaica']",€4.00m,Arsenal FC U18,22,"Jan 15, 1983",Retired
Second Striker,right,"Jul 1, 1995",Dennis Bergkamp,"1,83m",3187,['Netherlands'],€3.00m,: Ablöse €11.25m,36,"May 10, 1969",Retired
Centre-Forward,both,"Jan 6, 2012",Thierry Henry,"1,88m",3207,"['France', 'Guadeloupe']",€45.00m,New York Red Bulls,27,"Aug 17, 1977",Retired
Centre-Forward,left,"Jul 1, 2004",Robin van Persie,"1,83m",4380,['Netherlands'],€6.00m,: Ablöse €4.50m,21,"Aug 6, 1983",Retired
Centre-Forward,right,"Jul 1, 2001",Jérémie Aliadière,"1,83m",3266,"['France', 'Algeria']",€1.25m,Arsenal FC U18,22,"Mar 30, 1983",Retired
Centre-Forward,left,"Jul 1, 2004",Arturo Lupoli,"1,73m",22227,['Italy'],€1.25m,Parma FC Youth,18,"Jun 24, 1987",Retired
