position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Left Winger,right,"Aug 31, 2015",Fabio Borini,"1,80m",96754,['Italy'],€5.00m,: Ablöse €10.70m,26,"Mar 29, 1991",UC Sampdoria
Left Winger,right,"Jul 1, 2016",Lynden Gooch,"1,73m",307781,"['United States', 'Ireland']",€750k,Sunderland AFC U23,21,"Dec 24, 1995",Stoke City
Right Winger,right,"Jul 15, 2015",Jeremain Lens,"1,78m",38497,"['Netherlands', 'Suriname']",€11.00m,Dynamo Kyiv,29,"Nov 24, 1987",Real Sranang
Right Winger,left,"Aug 12, 2016",Adnan Januzaj,"1,86m",177847,"['Belgium', 'Kosovo']",€7.00m,Manchester United,22,"Feb 5, 1995",UD Las Palmas
Right Winger,right,"Jul 1, 2015",Duncan Watmore,"1,75m",248045,['England'],€3.00m,Sunderland AFC U21,23,"Mar 8, 1994",Millwall FC
Right Winger,,"Aug 14, 2014",Will Buckley,"1,83m",77329,"['England', 'Ireland']",€2.00m,Brighton & Hove Albion,27,"Nov 21, 1989",Retired
Right Winger,right,"Jul 1, 2016",Joel Asoro,"1,76m",375391,"['Sweden', 'Nigeria']",,Sunderland AFC U18,18,"Apr 27, 1999",FC Metz
Centre-Forward,right,"Jan 31, 2022",Jermain Defoe,"1,71m",3875,"['England', 'St. Lucia']",€5.00m,: Ablöse free transfer,34,"Oct 7, 1982",Retired
Centre-Forward,right,"Sep 2, 2016",Victor Anichebe,"1,90m",39532,"['Nigeria', 'England']",€1.50m,Without Club,29,"Apr 23, 1988",Retired
Centre-Forward,right,"Jan 1, 2018",Josh Maja,"1,81m",453824,"['Nigeria', 'England']",,Sunderland AFC U23,18,"Dec 27, 1998",West Bromwich Albion
