position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Central Midfield,both,,"Sep 1, 2014",James McArthur,"1,78m",41416,['Scotland'],€1.20m,,Wigan Athletic,34,"Oct 7, 1987",Retired
Central Midfield,left,,,Jack Wells-Morrison,"1,80m",814811,['England'],,,,18,"Feb 18, 2004",Wealdstone FC
Left Midfield,left,,"Jan 13, 2017",Jeffrey Schlupp,"1,78m",157506,"['Ghana', 'Germany']",€8.00m,,Leicester City,29,"Dec 23, 1992",Crystal Palace
Attacking Midfield,right,,"Aug 28, 2020",Eberechi Eze,"1,78m",479999,"['England', 'Nigeria']",€22.00m,,Queens Park Rangers,24,"Jun 29, 1998",Crystal Palace
Left Winger,right,,"Feb 2, 2015",Wilfried Zaha,"1,80m",145988,"[""Cote d'Ivoire"", 'England']",€38.00m,,Manchester United,29,"Nov 10, 1992",Olympique Lyon
Right Winger,left,,"Jul 8, 2021",Michael Olise,"1,84m",566723,"['France', 'England']",€22.00m,,Reading FC,20,"Dec 12, 2001",Bayern Munich
Right Winger,left,,"Jul 1, 2022",Jesurun Rak-Sakyi,"1,78m",586834,"['England', 'Ghana']",€500k,,Crystal Palace U21,19,"Oct 5, 2002",Sheffield United
Right Winger,left,,"Jul 1, 2022",Scott Banks,"1,83m",596821,"['Scotland', 'Wales']",€250k,"Returned after loan spell with FC St. Pauli; date: Jun 30, 2024; fee: End of loan",Crystal Palace U21,20,"Sep 26, 2001",FC St. Pauli
Centre-Forward,right,,"Aug 31, 2021",Odsonne Edouard,"1,87m",344152,"['France', 'French Guiana']",€17.00m,,Celtic FC,24,"Jan 16, 1998",Leicester City
Centre-Forward,right,,"Jan 31, 2022",Jean-Philippe Mateta,"1,92m",420002,"['France', 'DR Congo']",€10.00m,,1.FSV Mainz 05,25,"Jun 28, 1997",Crystal Palace
Centre-Forward,right,,"Jul 25, 2019",Jordan Ayew,"1,82m",108354,"['Ghana', 'France']",€6.00m,,: Ablöse €2.80m,30,"Sep 11, 1991",Leicester City
Centre-Forward,right,,"Aug 20, 2016",Christian Benteke,"1,90m",50201,"['Belgium', 'DR Congo']",€6.00m,,: Ablöse €31.20m,31,"Dec 3, 1990",D.C. United
Centre-Forward,right,,"Jan 31, 2022",Luke Plange,"1,88m",586986,['England'],€800k,,Derby County,19,"Nov 4, 2002",HJK Helsinki
Centre-Forward,right,,,Robert Street,"1,89m",703474,['England'],,,,20,"Sep 26, 2001",Lincoln City
