position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Attacking Midfield,right,,"Jul 1, 2022",Philippe Coutinho,"1,72m",80444,"['Brazil', 'Portugal']",€7.50m,,FC Barcelona,32,"Jun 12, 1992",Clube de Regatas Vasco da Gama
Attacking Midfield,left,Knee injury - Return unknown,,Omari Kellyman,"1,91m",926135,"['England', 'Northern Ireland']",€1.00m,,,18,"Sep 15, 2005",Chelsea FC U21
Attacking Midfield,left,,,Tommi O'Reilly,"1,70m",818237,['England'],€200k,,,20,"Dec 15, 2003",Shrewsbury Town
Left Winger,right,,"Jul 19, 2024",Jaden Philogene,"1,81m",665390,"['England', 'Dominica']",€15.00m,"Joined from Hull City; date: Jul 19, 2024; fee: €16.00m",Hull City,22,"Feb 8, 2002",Aston Villa
Left Winger,right,,,Kadan Young,"1,76m",887433,"['England', 'Jamaica']",,,,18,"Jan 19, 2006",Aston Villa U21
Right Winger,left,,"Jul 22, 2023",Moussa Diaby,"1,70m",395516,"['France', 'Mali']",€55.00m,,Bayer 04 Leverkusen,24,"Jul 7, 1999",Al-Ittihad Club
Right Winger,left,,"Aug 4, 2021",Leon Bailey,"1,78m",387626,['Jamaica'],€42.00m,,Bayer 04 Leverkusen,26,"Aug 9, 1997",Aston Villa
Right Winger,left,,"Sep 19, 2020",Bertrand Traoré,"1,81m",131996,['Burkina Faso'],€9.00m,,: Ablöse €18.40m,28,"Sep 6, 1995",Ajax Amsterdam
Centre-Forward,right,,"Sep 9, 2020",Ollie Watkins,"1,80m",324358,['England'],€65.00m,,Brentford FC,28,"Dec 30, 1995",Aston Villa
Centre-Forward,left,,"Jan 23, 2023",Jhon Durán,"1,85m",649317,['Colombia'],€20.00m,,Chicago Fire FC,20,"Dec 13, 2003",Aston Villa
Centre-Forward,right,,"Jul 11, 2024",Cameron Archer,"1,75m",533662,"['England', 'Jamaica']",€13.00m,"Joined from Sheffield United; date: Jul 11, 2024; fee: €16.65m",Sheffield United,22,"Dec 9, 2001",Southampton FC
