position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Attacking Midfield,left,,"Jan 24, 2014",Juan Mata,"1,70m",44068,['Spain'],€4.00m,,Chelsea FC,33,"Apr 28, 1988",Western Sydney Wanderers
Attacking Midfield,right,,"Jul 1, 2022",Hannibal,"1,83m",607224,"['Tunisia', 'France']",€3.00m,"Returned after loan spell with Sevilla FC; date: Jun 30, 2024; fee: End of loan",Manchester United U21,18,"Jan 21, 2003",Burnley FC
Left Winger,right,,"Jan 1, 2016",Marcus Rashford,"1,85m",258923,"['England', 'St. Kitts & Nevis']",€85.00m,,Manchester United U18,23,"Oct 31, 1997",Manchester United
Right Winger,both,,"Jul 1, 2019",Mason Greenwood,"1,81m",532826,"['England', 'Jamaica']",€50.00m,"Returned after loan spell with Getafe CF; date: Jun 30, 2024; fee: End of loan",Manchester United U18,19,"Oct 1, 2001",Olympique Marseille
Right Winger,left,,"Jan 2, 2021",Amad Diallo,"1,73m",536835,"[""Cote d'Ivoire"", 'Italy']",€18.00m,,Atalanta BC,18,"Jul 11, 2002",Manchester United
Right Winger,right,,"Jul 1, 2019",Daniel James,"1,71m",319301,"['Wales', 'England']",€18.00m,,: Ablöse €17.80m,23,"Nov 10, 1997",Leeds United
Right Winger,right,,"Oct 5, 2020",Facundo Pellistri,"1,75m",676318,"['Uruguay', 'Spain']",€6.00m,"Returned after loan spell with Granada CF; date: Jun 30, 2024; fee: End of loan",CA Peñarol,19,"Dec 20, 2001",Panathinaikos FC
Right Winger,both,,,Shola Shoretire,"1,71m",640026,"['England', 'Nigeria']",€3.00m,,,17,"Feb 2, 2004",PAOK Thessaloniki
Right Winger,right,,"Jan 1, 2022",Anthony Elanga,"1,78m",583189,"['Sweden', 'Cameroon']",€800k,,Manchester United U23,19,"Apr 27, 2002",Nottingham Forest
Centre-Forward,right,,"Sep 1, 2015",Anthony Martial,"1,81m",182877,"['France', 'Guadeloupe']",€45.00m,,: Ablöse €60.00m,25,"Dec 5, 1995",AEK Athens
Centre-Forward,right,,"Oct 5, 2020",Edinson Cavani,"1,84m",48280,"['Uruguay', 'Italy']",€6.00m,,: Ablöse free transfer,34,"Feb 14, 1987",CA Boca Juniors
Centre-Forward,right,,"Jan 31, 2020",Odion Ighalo,"1,81m",62121,"['Nigeria', 'Italy']",€3.50m,,Shanghai Greenland Shenhua,32,"Jun 16, 1989",Al-Wehda FC
