position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Left Midfield,right,"Jul 1, 2000",Robert Pirès,"1,87m",3185,"['France', 'Portugal']",€9.00m,: Ablöse €9.80m,32,"Oct 29, 1973",Retired
Attacking Midfield,,"Jul 12, 2005",Aleksandr Hleb,,597,['Belarus'],€11.25m,: Ablöse €15.00m,25,"May 1, 1981",Retired
Left Winger,right,"Jul 1, 2004",Quincy Owusu-Abeyie,"1,82m",14551,"['Ghana', 'Netherlands']",€750k,Arsenal FC U18,20,"Apr 15, 1986",SV Robinhood Amsterdam
Right Winger,left,"Jan 1, 2004",José Antonio Reyes,"1,76m",7717,['Spain'],€17.00m,Sevilla FC,22,"Sep 1, 1983",---
Right Winger,both,"Jan 20, 2006",Theo Walcott,"1,75m",33713,['England'],€7.50m,Southampton FC,17,"Mar 16, 1989",Retired
Second Striker,right,"Jul 1, 1995",Dennis Bergkamp,"1,83m",3187,['Netherlands'],€2.25m,: Ablöse €11.25m,37,"May 10, 1969",Retired
Centre-Forward,both,"Jan 6, 2012",Thierry Henry,"1,88m",3207,"['France', 'Guadeloupe']",€50.00m,New York Red Bulls,28,"Aug 17, 1977",Retired
Centre-Forward,right,"Jan 13, 2006",Emmanuel Adebayor,"1,92m",8883,"['Togo', 'Nigeria']",€10.00m,: Ablöse €10.00m,22,"Feb 26, 1984",Retired
Centre-Forward,left,"Jul 1, 2004",Robin van Persie,"1,83m",4380,['Netherlands'],€8.50m,: Ablöse €4.50m,22,"Aug 6, 1983",Retired
Centre-Forward,left,"Jul 1, 2004",Arturo Lupoli,"1,73m",22227,['Italy'],€1.38m,Parma FC Youth,19,"Jun 24, 1987",Retired
Centre-Forward,,"Jul 1, 2007",Nicklas Bendtner,,34557,['Denmark'],€350k,Arsenal FC Reserves,18,"Jan 16, 1988",Retired
Centre-Forward,right,,Anthony Stokes,"1,85m",35587,['Ireland'],€100k,,17,"Jul 25, 1988",Retired
